animals	animal species,megaherbivores,wide ranging benthivores,large bodied taxa
made of bricks	built in high quality material,built in sort,built in,built structure,building surface,non domestic building,portable building,thick concrete room,large concrete structure,manufactured home
made of building materials	built in high quality material,nonstructural building component,built structure
made of rooms	habitable room,room type,functional room,medium sized room space,non habitable room,multi family dwelling
olds	youth,age,age group
used for investments	investment property,traditional investment,non traditional investment,traditional investment vehicle,investment asset,financial enterprise
part of assets	property asset,property value,intangible fixed asset,non-cash asset,income asset,inlcudes asset,non cash asset,tangible fixed asset,real asset
part of streets	roadway surface,street frontage feature,roadway characteristic,roadway element,small or narrow pavement structure
used for dolls	paige use fine material,inch doll,famous doll brand,handmade item,handmade craft,classic doll,mattel doll
used for social status	aspect of social life,social function,social aspect,personal status
have bathrooms	non air conditioned facility,large enough facility,private residence,residential establishment,residential facility,luxury self catering property,multi family dwelling
have ceiling fans	indoor residential characteristic,habitable room,built in high quality material,non habitable room,personal use home,medium sized room space,room type,luxurious common space,large span room,large indoor space
have gardens	large landscaped area,multi unit residential property,residential property,expensive residential area
have living rooms	multi family dwelling,multi-family dwelling,multi family dwelling unit,multifamily home
have pornography	entertainment consumption location,offer clubhouse amenity,offer several feature,entertainment place,social medium site,offering premium amenity,offering exclusive amenity,popular social medium site
have walls	built in sort,built in high quality material,multi family dwelling
have washing machines	large enough facility,non air conditioned facility,affluent place,boasting latest generation technology,featuring major appliance,modern facility
have wiring	built in high quality material,built in sort,built in utility,kind of electrical equipment
have yards	large lot,residential property,non residential property,residential parcel,residential space
capable of criminals	criminals counter measure activity,form of crime,crime type,criminal activity,criminal organization,street criminal
capable of coding	electronic mean,coder,third party process information,electronic communication tool,information processor,electronic communication medium,information processing equipment,information processing apparatus,information processing apparatuses,computer equipment
capable of can food	practice abnormal eating behavior,real food system,theygrew crop
balds	human,non individuals,gentile,tall or heavy person,obese mean more illness,asian person,asians
capable of acts	being,human being,exhibit trait,real personalities
capable of dreams	bulky psychic types,psychic types,fear flight hormone
capable of heals	method of healing,healing modalities,energy healing,healing modality,energy healing system,form of life
capable of lies	manipulatives,false leaders,non individuals,washington s lie
capable of plans	experience managing function,planner,coordinate and direct office service,great mind
capable of reason	real personalities,reasoner,great mind,intellectual person,intellectual
capable of screams	fear flight hormone,show facial marking,countless animal,child need medical treatment,practice abnormal eating behavior,countless creature
capable of shares	exhibit trait,institutional consumers,experience goods,dislike group,non individuals,cooperative
capable of smiles	show facial marking,exhibit trait,enjoy attraction,kind of smile,experience goods,real personalities,kind
capable of stands	tall or heavy person,comfortable standing position,built in support,support long member,legless object,solid figure,experience managing function,nonrigid mean of support,support deformity,performing key sport action
capable of torture	manipulatives,criminals counter measure activity,sinister creature,hostile spirits,taunt user,violent mean,depraved creature,evil gerudo
capable of wonder	geniuses,experience goods,real personalities,intellectual,non individuals,experience managing function
hypocrites	manipulatives,intensionalists,anti adherents,debonders,new atheists
located in societies	aspect of society,social entity,aspect of human culture,social dimension,social construct,observable aspect of culture,type of humanity,social element,societal institution
higher animals	megamurderers,terrestrial organism,large bodied taxa,animal species,megaherbivores,monogastric animal,terrestrial animal,non mammals,amniotes,wide ranging benthivores
living animals	large bodied taxa,animal species,megaherbivores,autotrophs,wide ranging benthivores
located in canoes	aquatic life,aquatic prey,small watercraft,aquatic resource,personal watercraft,personal watercrafts,small aquatic animal,water sport equipment,boat item
located in circles	terrestrial object,stationary object,large area surface
located in civilisation	ancient civilisation,ancient,civilisation,massive corpora,complex ecosystem
